flight, time , var, type, p goo, p bad 
20221003_flight10.csv , 91 , dscrTimeMapClick , d , 0.1929670188487269 , 0.3939578289907398
20221003_flight10.csv , 93 , dscrTimeMapClick , d , 0.11644190270037957 , 0.3939578289907398
20221003_flight10.csv , 124 , dscrTimeNavlogCheck , d , 0.05031682951085543 , 0.10346332953009
20221003_flight10.csv , 125 , dscrPBNdeviationIntegrCorr , d , 0.0520365920900978 , 0.16049540069389848
20221003_flight10.csv , 186 , dscrTimeMapCheck , d , 0.03505675640591711 , 0.09173554783175565
20221003_flight10.csv , 222 , dscrPBNdeviationIntegrCorr , d , 0.012024180977103236 , 0.05161181623390872
20221003_flight10.csv , 223 , dscrPBNdeviationIntegrCorr , d , 0.02785392828156324 , 0.16049540069389848
20221003_flight10.csv , 224 , dscrPBNdeviationIntegrCorr , d , 0.027104188794917564 , 0.16049540069389848
20221003_flight10.csv , 225 , dscrPBNdeviationIntegrCorr , d , 0.02637208445925152 , 0.16049540069389848
20221003_flight10.csv , 226 , dscrPBNdeviationIntegrCorr , d , 0.03915447364571452 , 0.20180531341140717
20221003_flight10.csv , 245 , dscrPBNdeviationIntegrCorr , d , 0.012640366244116038 , 0.05161181623390872
20221003_flight10.csv , 246 , dscrPBNdeviationIntegrCorr , d , 0.029275194098246082 , 0.16049540069389848
20221003_flight10.csv , 247 , dscrPBNdeviationIntegrCorr , d , 0.028600442320639543 , 0.16049540069389848
20221003_flight10.csv , 248 , dscrPBNdeviationIntegrCorr , d , 0.025740006458927062 , 0.16049540069389848
20221003_flight10.csv , 249 , dscrPBNdeviationIntegrCorr , d , 0.03901337391078293 , 0.20180531341140717
20221003_flight10.csv , 250 , dscrPBNdeviationIntegrCorr , d , 0.2330806235989564 , 0.7099953693109874
20221003_flight10.csv , 251 , dscrPBNdeviationIntegrCorr , d , 0.3286848389337463 , 0.7099953693109874
20221003_flight11.csv , 56 , dscrTimeWPTCheckCurrLeg , d , 0.18613659721001974 , 0.44381143667658535
20221003_flight11.csv , 57 , dscrTimeWPTCheckCurrLeg , d , 0.22128081554832377 , 0.44381143667658535
20221003_flight11.csv , 82 , dscrTimeWPTCheckCurrLeg , d , 0.30474584807052996 , 0.642556737820193
20221003_flight11.csv , 118 , dscrTimeMapClick , d , 0.14574112795630684 , 0.3939578289907398
20221003_flight11.csv , 119 , dscrTimeMapClick , d , 0.1060854629479319 , 0.3939578289907398
20221003_flight11.csv , 120 , dscrTimeMapClick , d , 0.12224259320444217 , 0.3939578289907398
20221003_flight11.csv , 121 , dscrTimeMapClick , d , 0.11943360423901093 , 0.3939578289907398
20221003_flight11.csv , 124 , dscrPBNdeviationIntegrCorr , d , 0.022192170358311027 , 0.05161181623390872
20221003_flight11.csv , 125 , dscrPBNdeviationIntegrCorr , d , 0.04837858985763255 , 0.16049540069389848
20221003_flight11.csv , 126 , dscrPBNdeviationIntegrCorr , d , 0.0483250202532199 , 0.16049540069389848
20221003_flight11.csv , 134 , dscrTimeMapCheck , d , 0.022556029013083657 , 0.051453784118553766
20221003_flight11.csv , 156 , dscrTimeMapClick , d , 0.012467243322603959 , 0.09036500792732721
20221003_flight11.csv , 167 , dscrTimeTrackCheck , d , 0.19029010202938382 , 0.38706826540025097
20221003_flight11.csv , 175 , dscrTimeNavlogCheck , d , 0.02594822235719018 , 0.08201387745944039
20221003_flight11.csv , 176 , dscrPBNdeviationIntegrCorr , d , 0.07413485021836005 , 0.16049540069389848
20221003_flight11.csv , 177 , dscrPBNdeviationIntegrCorr , d , 0.07020437520343174 , 0.16049540069389848
20221003_flight11.csv , 178 , dscrPBNdeviationIntegrCorr , d , 0.06419392378422512 , 0.16049540069389848
20221003_flight11.csv , 179 , dscrPBNdeviationIntegrCorr , d , 0.0594948489140313 , 0.16049540069389848
20221003_flight11.csv , 182 , dscrTimeNavlogCheck , d , 0.02529752558402109 , 0.10346332953009
20221003_flight11.csv , 233 , dscrTimeNavlogCheck , d , 0.036856295638627155 , 0.08201387745944039
20221003_flight11.csv , 267 , dscrTimeNavlogCheck , d , 0.11484952285609823 , 0.2982676883105709
20221003_flight12.csv , 43 , dscrTimeMapCheck , d , 0.16745507770689436 , 0.34702635612845195
20221003_flight12.csv , 150 , dscrTimeWPTCheckCurrLeg , d , 0.2975220472795524 , 0.642556737820193
20221003_flight12.csv , 151 , dscrTimeWPTCheckCurrLeg , d , 0.25866330400477794 , 0.642556737820193
20221003_flight12.csv , 152 , dscrTimeWPTCheckCurrLeg , d , 0.24689515068044 , 0.642556737820193
20221003_flight12.csv , 162 , dscrTimeNavlogCheck , d , 0.02548333842698676 , 0.08201387745944039
20221003_flight13.csv , 24 , dscrTimeMapClick , d , 0.19479691907675833 , 0.3939578289907398
20221003_flight13.csv , 47 , dscrTimeNavlogCheck , d , 0.021505894282249305 , 0.2982676883105709
20221003_flight13.csv , 56 , dscrTimeMapCheck , d , 0.13284694319775847 , 0.34702635612845195
20221003_flight13.csv , 57 , dscrTimeMapCheck , d , 0.2668995180164685 , 0.5516046618090781
20221003_flight13.csv , 59 , dscrTimeMapClick , d , 0.01832691049407315 , 0.09036500792732721
20221003_flight13.csv , 88 , dscrTimeNavlogCheck , d , 0.03558690985047851 , 0.10346332953009
20221003_flight14.csv , 86 , dscrTimeNavlogCheck , d , 0.047088984035321156 , 0.10346332953009
20221003_flight14.csv , 126 , dscrPBNdeviationIntegrCorr , d , 0.07169491156069224 , 0.16049540069389848
20221003_flight14.csv , 127 , dscrPBNdeviationIntegrCorr , d , 0.07457863499211116 , 0.16049540069389848
20221003_flight14.csv , 128 , dscrPBNdeviationIntegrCorr , d , 0.07562654753234058 , 0.16049540069389848
20221003_flight14.csv , 160 , dscrTimeNavlogCheck , d , 0.024434112943258045 , 0.10346332953009
20221003_flight14.csv , 174 , dscrTimeNavlogCheck , d , 0.04020495148065095 , 0.10346332953009
20221003_flight14.csv , 188 , dscrPBNdeviationIntegrCorr , d , 0.02450090246886257 , 0.05161181623390872
20221003_flight14.csv , 189 , dscrPBNdeviationIntegrCorr , d , 0.06219843334890933 , 0.16049540069389848
